Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-10-13 00:00:00+02:00,137.47582355921358,137.47582355921358,134.07296503297084,136.76123046875,669344,0.0,0.0
2015-10-14 00:00:00+02:00,135.9785497674641,136.59107632417195,134.27712065854718,134.34518432617188,582056,0.0,0.0
2015-10-15 00:00:00+02:00,135.84245281473585,137.16956085407926,135.6382734140836,136.96539306640625,546741,0.0,0.0
2015-10-16 00:00:00+02:00,138.42864336525588,138.5307330765832,136.25080307248282,137.20361328125,597933,0.0,0.0
2015-10-19 00:00:00+02:00,136.7952541474929,138.4966833813648,136.69316444504756,137.8161163330078,362790,0.0,0.0
2015-10-20 00:00:00+02:00,138.59876174633536,139.72171354243739,136.55703754231996,138.7008514404297,406459,0.0,0.0
2015-10-21 00:00:00+02:00,139.07514862011237,142.1717606783324,137.5438614095004,141.7974395751953,414760,0.0,0.0
2015-10-22 00:00:00+02:00,141.69539014398467,145.47256989796685,140.40229645310777,145.26840209960938,608781,0.0,0.0
2015-10-23 00:00:00+02:00,147.44620552589075,151.01921687248134,146.32326540686455,150.33863830566406,728481,0.0,0.0
2015-10-26 00:00:00+01:00,150.40668767904828,150.6789190799111,147.51425517407822,148.12677001953125,396334,0.0,0.0
2015-10-27 00:00:00+01:00,148.1948484900155,148.9094531414677,146.7316131591797,146.7316131591797,397323,0.0,0.0
2015-10-28 00:00:00+01:00,147.65038801343022,148.19485092117893,145.77881709075723,147.82054138183594,397885,0.0,0.0
2015-10-29 00:00:00+01:00,148.70530992176995,148.8754517025069,145.71078670964613,146.9017791748047,354622,0.0,0.0
2015-10-30 00:00:00+01:00,147.82054955746304,148.90946382020692,146.4253661824372,148.84140014648438,453799,0.0,0.0
2015-11-02 00:00:00+01:00,147.44621406142429,151.66576658102414,147.44621406142429,151.25743103027344,482117,0.0,0.0
2015-11-03 00:00:00+01:00,151.08727464520646,151.52964782714844,150.06642417578192,151.52964782714844,428804,0.0,0.0
2015-11-04 00:00:00+01:00,151.15533200394228,151.35949976671256,148.5691566859483,148.94346618652344,562372,0.0,0.0
2015-11-05 00:00:00+01:00,149.48794644533245,150.7810284484163,147.8885953429623,150.64491271972656,581125,0.0,0.0
2015-11-06 00:00:00+01:00,149.55598302234603,153.67345725979968,148.90944208772885,152.5164794921875,483194,0.0,0.0
2015-11-09 00:00:00+01:00,147.68443431420937,148.5011171107387,143.60098549262352,144.4517059326172,1126547,0.0,0.0
2015-11-10 00:00:00+01:00,144.62185140276188,147.44623265195102,143.7711425539555,146.96983337402344,525884,0.0,0.0
2015-11-11 00:00:00+01:00,147.00383512579504,148.9094435357494,146.39132021062719,146.79966735839844,335396,0.0,0.0
2015-11-12 00:00:00+01:00,146.39134241004524,146.96983138720122,144.1114241452974,145.26840209960938,370927,0.0,0.0
2015-11-13 00:00:00+01:00,145.6767381846706,147.37817909094593,143.6009877113218,145.0301971435547,350669,0.0,0.0
2015-11-16 00:00:00+01:00,142.92039436569337,146.08505854046197,142.58011089218562,145.40447998046875,329083,0.0,0.0
2015-11-17 00:00:00+01:00,146.73161149820618,149.72613418184304,146.32327594169473,149.69210815429688,448515,0.0,0.0
2015-11-18 00:00:00+01:00,148.87543350799027,149.55600054776386,147.44622414369883,148.70529174804688,278382,0.0,0.0
2015-11-19 00:00:00+01:00,149.7261291706334,151.4615958731478,149.38584568060332,150.40670776367188,290806,0.0,0.0
2015-11-20 00:00:00+01:00,150.95117752369822,151.32548705720967,150.03239347794164,150.50880432128906,283659,0.0,0.0
2015-11-23 00:00:00+01:00,149.86225552029393,151.18937516112953,149.01154673487042,150.88311767578125,214574,0.0,0.0
2015-11-24 00:00:00+01:00,150.06642695494043,150.67894189312995,146.6975831819195,147.48023986816406,315438,0.0,0.0
2015-11-25 00:00:00+01:00,148.16083865647258,150.74701448257045,146.90177096858406,150.5428466796875,306289,0.0,0.0
2015-11-26 00:00:00+01:00,150.91714471348294,154.21792501673752,150.78102898430942,152.55052185058594,372027,0.0,0.0
2015-11-27 00:00:00+01:00,152.44843826271827,154.18389342434745,151.73383361358685,153.50332641601562,292075,0.0,0.0
2015-11-30 00:00:00+01:00,153.70752087059927,156.12355507282197,153.46931540855726,155.64715576171875,442252,0.0,0.0
2015-12-01 00:00:00+01:00,156.19158918211048,157.8249546215169,154.0477752685547,154.0477752685547,448543,0.0,0.0
2015-12-02 00:00:00+01:00,154.83042568479482,157.14438125394992,153.43525410590775,154.21791076660156,366539,0.0,0.0
2015-12-03 00:00:00+01:00,154.08182106987934,156.90620234349078,149.28377899179898,150.5428466796875,644807,0.0,0.0
2015-12-04 00:00:00+01:00,150.47476306497757,153.5713754074411,149.65808034867894,152.1421661376953,503737,0.0,0.0
2015-12-07 00:00:00+01:00,153.02690544495928,156.12351764422874,152.17619674085736,154.42208862304688,397190,0.0,0.0
2015-12-08 00:00:00+01:00,154.69433994643546,155.27281729442274,150.7129808925356,151.80189514160156,393186,0.0,0.0
2015-12-09 00:00:00+01:00,152.68664624427825,153.16304551693023,150.0664444382025,151.32550048828125,314803,0.0,0.0
2015-12-10 00:00:00+01:00,150.67894988987544,152.17621128779575,149.624061705567,150.88311767578125,331755,0.0,0.0
2015-12-11 00:00:00+01:00,150.74699169195017,150.74699169195017,145.30240938372725,145.77880859375,424804,0.0,0.0
2015-12-14 00:00:00+01:00,146.49341143207124,147.20801604489597,143.46486285031193,143.83917236328125,515822,0.0,0.0
2015-12-15 00:00:00+01:00,145.57463193872945,149.18166923977145,145.30240051733426,148.36497497558594,435705,0.0,0.0
2015-12-16 00:00:00+01:00,148.60320536051344,150.67895578147173,147.9566643357158,149.31781005859375,449186,0.0,0.0
2015-12-17 00:00:00+01:00,152.78872176987352,155.03461380077428,151.69980758873405,151.8699493408203,499209,0.0,0.0
2015-12-18 00:00:00+01:00,150.67897190919123,151.59774449949998,148.94350482995418,150.47479248046875,796754,0.0,0.0
2015-12-21 00:00:00+01:00,150.23657667626358,154.01375619988545,150.1685130056422,150.88311767578125,357021,0.0,0.0
2015-12-22 00:00:00+01:00,152.2442669075522,152.9588715944111,148.8754344898993,150.37269592285156,274530,0.0,0.0
2015-12-23 00:00:00+01:00,152.1081535932722,154.45613548184375,151.86995976918698,153.46929931640625,244636,0.0,0.0
2015-12-25 00:00:00+01:00,153.46929931640625,153.46929931640625,153.46929931640625,153.46929931640625,0,0.0,0.0
2015-12-28 00:00:00+01:00,154.04777926367132,154.04777926367132,151.4616037023989,151.665771484375,103100,0.0,0.0
2015-12-29 00:00:00+01:00,152.85676856272946,154.83042907714844,152.85676856272946,154.83042907714844,153996,0.0,0.0
2015-12-30 00:00:00+01:00,154.83042513744374,154.83042513744374,152.72064895713024,152.82273864746094,138918,0.0,0.0
2016-01-04 00:00:00+01:00,149.1136417245255,149.1136417245255,146.01704049119772,146.5274658203125,503193,0.0,0.0
2016-01-05 00:00:00+01:00,148.87543742927969,149.79420992496154,144.92810436530112,147.44622802734375,482220,0.0,0.0
2016-01-06 00:00:00+01:00,146.2211822866307,146.76564516454098,141.79745043605567,142.78428649902344,446552,0.0,0.0
2016-01-07 00:00:00+01:00,137.3056715254055,139.89185867654862,135.26395888495102,139.31336975097656,671996,0.0,0.0
2016-01-08 00:00:00+01:00,140.70852866306936,143.09053620529107,138.020263671875,138.020263671875,591728,0.0,0.0
2016-01-11 00:00:00+01:00,134.9917334637757,140.1981224134221,133.46044601181478,136.99942016601562,591987,0.0,0.0
2016-01-12 00:00:00+01:00,137.13551749017338,141.5592491053947,137.13551749017338,139.6536407470703,493284,0.0,0.0
2016-01-13 00:00:00+01:00,141.86552275657806,142.2398322982418,136.1146710000084,136.6591339111328,484799,0.0,0.0
2016-01-14 00:00:00+01:00,135.43411319222074,135.63828099129924,130.94232870865432,133.56253051757812,906218,0.0,0.0
2016-01-15 00:00:00+01:00,133.08610521488555,133.97085152614994,128.04987038112378,130.3297882080078,889581,0.0,0.0
2016-01-18 00:00:00+01:00,129.81937261567268,132.2694441908972,128.96866380265953,131.28260803222656,455514,0.0,0.0
2016-01-19 00:00:00+01:00,133.93684393376054,134.31115347920348,131.99720930952017,132.303466796875,431545,0.0,0.0
2016-01-20 00:00:00+01:00,129.30894824062963,129.47909000443326,127.3012498791918,128.79852294921875,676065,0.0,0.0
2016-01-21 00:00:00+01:00,129.2068387643519,133.22222325976492,128.7304395760102,132.03121948242188,636515,0.0,0.0
2016-01-22 00:00:00+01:00,134.61740982826032,135.33201449703878,133.4264059179559,133.90281677246094,428755,0.0,0.0
2016-01-25 00:00:00+01:00,134.8556209737303,134.8556209737303,132.5757027556953,133.46044921875,294086,0.0,0.0
2016-01-26 00:00:00+01:00,131.48675294277274,135.29796956855085,130.36381285982324,134.41322326660156,348215,0.0,0.0
2016-01-27 00:00:00+01:00,133.3923664989835,135.9785418455035,133.25625078464267,135.84243774414062,377160,0.0,0.0
2016-01-28 00:00:00+01:00,134.99172870553184,136.79524755493227,131.38469100673103,131.69094848632812,395565,0.0,0.0
2016-01-29 00:00:00+01:00,133.69864726326122,133.86878903260686,129.85341540489767,131.0784454345703,537695,0.0,0.0
2016-02-01 00:00:00+01:00,130.67010112490541,131.35067983039596,128.45823484828642,129.7853546142578,567268,0.0,0.0
2016-02-02 00:00:00+01:00,130.09159575876618,130.3978532344548,127.02902100187993,128.11793518066406,608709,0.0,0.0
2016-02-03 00:00:00+01:00,127.84571780603306,130.5680093591538,125.90608304216306,127.573486328125,625116,0.0,0.0
2016-02-04 00:00:00+01:00,129.3429567135754,129.44504640319158,122.12888187486615,125.0893783569336,745612,0.0,0.0
2016-02-05 00:00:00+01:00,124.54491549628459,128.0839008645471,124.10254232525178,125.0893783569336,556739,0.0,0.0
2016-02-08 00:00:00+01:00,125.76996176691006,126.72277189764635,121.0059459521672,122.23098754882812,578235,0.0,0.0
2016-02-09 00:00:00+01:00,121.95876632282892,123.76228541978276,119.74689999270237,122.06084442138672,794499,0.0,0.0
2016-02-10 00:00:00+01:00,122.7754294012683,126.3824670142055,121.108026317267,124.68103790283203,764692,0.0,0.0
2016-02-11 00:00:00+01:00,123.18377278285008,123.31988850113413,119.50867161513719,120.6656494140625,566718,0.0,0.0
2016-02-12 00:00:00+01:00,121.61847822423081,122.77544458885424,119.8489852262443,121.78861999511719,578826,0.0,0.0
2016-02-15 00:00:00+01:00,124.81715834439012,126.31441973516043,124.44283719020801,125.46369934082031,397562,0.0,0.0
2016-02-16 00:00:00+01:00,124.81715959287733,126.82484627254621,122.87752497120641,124.37478637695312,556772,0.0,0.0
2016-02-17 00:00:00+01:00,124.40881170584534,128.01584947093855,124.20464392002125,127.36930847167969,400229,0.0,0.0
2016-02-18 00:00:00+01:00,127.77765919990695,128.11794272337704,124.9192520542033,126.85888671875,474891,0.0,0.0
2016-02-19 00:00:00+01:00,127.09707215016282,128.04988221115423,126.5185832306627,127.70958709716797,375491,0.0,0.0
2016-02-22 00:00:00+01:00,129.20684768348292,130.6360569601438,129.07073196127814,129.44505310058594,387916,0.0,0.0
2016-02-23 00:00:00+01:00,128.22002304055795,128.696422261142,126.65469804380629,127.30123901367188,353249,0.0,0.0
2016-02-24 00:00:00+01:00,127.19914340762418,127.50540083673349,120.39340469611962,121.48233032226562,705177,0.0,0.0
2016-02-25 00:00:00+01:00,122.91155556952882,123.18378703759937,120.93789484548668,121.75457763671875,523687,0.0,0.0
2016-02-26 00:00:00+01:00,123.25183195972808,125.2595302107335,121.99277600904723,123.6601791381836,547638,0.0,0.0
2016-02-29 00:00:00+01:00,122.40112583784973,125.76995819736088,122.09486835062144,125.63384246826172,605989,0.0,0.0
2016-03-01 00:00:00+01:00,126.51857154210299,130.94230309842507,125.76994094126215,130.3297882080078,591700,0.0,0.0
2016-03-02 00:00:00+01:00,130.9423234398326,133.01807383003023,129.13880451277223,131.2485809326172,574132,0.0,0.0
2016-03-03 00:00:00+01:00,131.52081850202188,140.57243958722088,130.9423295192418,137.37374877929688,953697,0.0,0.0
2016-03-04 00:00:00+01:00,138.63280212367437,138.70086579777558,134.00490196504245,134.8896484375,654280,0.0,0.0
2016-03-07 00:00:00+01:00,134.5833860713906,134.7535278310235,132.47360967117572,134.48130798339844,310039,0.0,0.0
2016-03-08 00:00:00+01:00,133.52848243038022,134.00488162485857,131.55482198869672,132.3374786376953,453938,0.0,0.0
2016-03-09 00:00:00+01:00,132.06525573384175,134.00489027533933,131.5548304810176,132.74583435058594,377090,0.0,0.0
2016-03-10 00:00:00+01:00,132.88195292627373,133.7326733122202,125.66787749882707,125.80399322509766,881368,0.0,0.0
2016-03-11 00:00:00+01:00,128.2880853510721,131.2145561890115,127.57348065657769,130.15966796875,462034,0.0,0.0
2016-03-14 00:00:00+01:00,131.929154022436,133.3243374316967,130.6020459015479,132.20138549804688,296039,0.0,0.0
2016-03-15 00:00:00+01:00,131.72496316419952,132.60970949857295,130.56798540186844,130.9423065185547,318389,0.0,0.0
2016-03-16 00:00:00+01:00,131.11245609804485,134.17503081325953,131.11245609804485,133.83474731445312,393567,0.0,0.0
2016-03-17 00:00:00+01:00,134.88964652101674,134.88964652101674,129.98951496155948,131.55484008789062,477989,0.0,0.0
2016-03-18 00:00:00+01:00,131.52081289147574,133.5625256467422,131.01037599292454,133.15419006347656,685758,0.0,0.0
2016-03-21 00:00:00+01:00,131.89511006743413,134.92365869283762,131.55482657565312,133.4944610595703,432472,0.0,0.0
2016-03-22 00:00:00+01:00,132.60971575620073,133.8007195999835,131.1124544447583,133.5284881591797,351996,0.0,0.0
2016-03-23 00:00:00+01:00,134.03893476316117,134.9577072329664,133.2562664106788,134.48130798339844,375936,0.0,0.0
2016-03-24 00:00:00+01:00,134.51532837735613,134.85561188236613,131.24857421291946,131.65692138671875,369788,0.0,0.0
2016-03-29 00:00:00+02:00,132.06527822481902,132.7118309240799,130.39787484605702,132.6097412109375,410051,0.0,0.0
2016-03-30 00:00:00+02:00,132.98402476310486,137.10149916013174,132.81388301650532,136.52301025390625,413850,0.0,0.0
2016-03-31 00:00:00+02:00,136.31883391448744,137.13551656944168,135.57020330870537,136.11465454101562,481279,0.0,0.0
2016-04-01 00:00:00+02:00,134.75352250795322,135.05977998579044,131.82706345450634,132.54165649414062,393686,0.0,0.0
2016-04-04 00:00:00+02:00,132.54165433409622,133.39237469777038,130.46591569201627,130.84022521972656,398672,0.0,0.0
2016-04-05 00:00:00+02:00,128.83255926591798,129.00270104330642,123.69422184648006,124.34077453613281,1033632,0.0,0.0
2016-04-06 00:00:00+02:00,124.91925203627224,125.46370335115037,122.70738590807517,124.71507263183594,583311,0.0,0.0
2016-04-07 00:00:00+02:00,125.0213427585309,125.70192148712324,122.40114078265678,123.1157455444336,416861,0.0,0.0
2016-04-08 00:00:00+02:00,123.28585288139196,124.44281897731038,123.28585288139196,123.86434173583984,372140,0.0,0.0
2016-04-11 00:00:00+02:00,124.1706066087204,126.11024104323542,122.53722963160365,125.36161041259766,326654,0.0,0.0
2016-04-12 00:00:00+02:00,126.48456098116223,127.33528137207031,125.05536326645398,127.33528137207031,441356,0.0,0.0
2016-04-13 00:00:00+02:00,129.10479775912194,132.40557861328125,129.03673407668566,132.40557861328125,604707,0.0,0.0
2016-04-14 00:00:00+02:00,132.71181398434118,133.01807147169603,130.8402314181889,132.303466796875,315495,0.0,0.0
2016-04-15 00:00:00+02:00,131.24856054363372,131.48675432714177,129.34295221068132,130.3297882080078,458525,0.0,0.0
2016-04-18 00:00:00+02:00,127.50543821471116,132.47362219499655,127.36932247154084,131.99722290039062,311761,0.0,0.0
2016-04-19 00:00:00+02:00,132.88194233053213,136.012580559167,131.69093853036694,135.87646484375,411950,0.0,0.0
2016-04-20 00:00:00+02:00,134.99172348706267,136.35286907853975,134.3792085515469,135.161865234375,347653,0.0,0.0
2016-04-21 00:00:00+02:00,136.11465397493856,136.2167436612499,132.3034489127062,133.59654235839844,375307,0.0,0.0
2016-04-22 00:00:00+02:00,132.16735946684048,133.256273756304,131.28261297759516,132.20138549804688,460288,0.0,0.0
2016-04-25 00:00:00+02:00,131.96319686784315,132.67779000326183,130.67010311421527,131.99722290039062,184642,0.0,0.0
2016-04-26 00:00:00+02:00,132.37152287464372,132.98403786795345,130.77218333121482,131.55484008789062,249374,0.0,0.0
2016-04-27 00:00:00+02:00,131.96317536465196,133.73266812454972,131.724969949674,132.16734313964844,340894,0.0,0.0
2016-04-28 00:00:00+02:00,131.55483379751732,133.4604423594628,129.30894172511051,133.3583526611328,509233,0.0,0.0
2016-04-29 00:00:00+02:00,133.3923885714246,134.92367609491876,130.29578749346524,130.5339813232422,932090,0.0,0.0
2016-05-02 00:00:00+02:00,130.39032085505772,134.0779862063154,130.11200424881898,132.79078674316406,389450,3.75,0.0
2016-05-03 00:00:00+02:00,132.1993614837194,132.3733063873211,129.48579249338457,129.5901641845703,419950,0.0,0.0
2016-05-04 00:00:00+02:00,128.72042565836642,130.28594163736966,125.51980861653672,129.2074737548828,673975,0.0,0.0
2016-05-05 00:00:00+02:00,129.06830287317425,129.2074611546886,126.28516098800876,127.32884216308594,409985,0.0,0.0
2016-05-06 00:00:00+02:00,127.08533216552705,129.13789617155547,126.49391239957957,128.40731811523438,534981,0.0,0.0
2016-05-09 00:00:00+02:00,129.41620304678952,130.25114085385408,128.58125336716463,128.8247833251953,441827,0.0,0.0
2016-05-10 00:00:00+02:00,130.07720390243875,131.15567173328452,129.76410072163068,131.05130004882812,368046,0.0,0.0
2016-05-11 00:00:00+02:00,131.3296206639208,131.81666875209172,129.7293181067076,130.18157958984375,280906,0.0,0.0
2016-05-12 00:00:00+02:00,129.55535925755999,132.37328766802725,128.82478126769655,129.8336639404297,406468,0.0,0.0
2016-05-13 00:00:00+02:00,129.03350930724073,132.40807073858326,128.5464612845059,132.3037109375,593713,0.0,0.0
2016-05-17 00:00:00+02:00,132.19935384128482,132.89513341546862,126.8418012553126,127.64195251464844,675193,0.0,0.0
2016-05-18 00:00:00+02:00,127.0157383208162,127.46799976518705,125.2066925433328,126.8070068359375,432811,0.0,0.0
2016-05-19 00:00:00+02:00,126.35475519369479,127.74632623681323,125.27628733846396,127.22447967529297,482900,0.0,0.0
2016-05-20 00:00:00+02:00,128.02463708973926,129.06830642094386,127.2940590598474,128.7552032470703,892419,0.0,0.0
2016-05-23 00:00:00+02:00,128.99873851730845,129.13789680836825,126.35475473229437,127.53758239746094,473856,0.0,0.0
2016-05-24 00:00:00+02:00,127.1896901620404,130.00763066115127,126.35475230428676,129.65972900390625,367337,0.0,0.0
2016-05-25 00:00:00+02:00,130.7729971928746,131.01651529663326,129.76410255569948,129.79888916015625,480320,0.0,0.0
2016-05-26 00:00:00+02:00,129.38142676576572,133.41698158818986,129.2422684747275,133.069091796875,473595,0.0,0.0
2016-05-27 00:00:00+02:00,133.20824700008487,133.86923996277326,132.6168272450222,133.31260681152344,347869,0.0,0.0
2016-05-30 00:00:00+02:00,133.31260248094608,134.5998136332568,133.1734441976541,133.90402221679688,167449,0.0,0.0
2016-05-31 00:00:00+02:00,134.32149737661055,134.91291711382598,132.86034133495352,134.14755249023438,519602,0.0,0.0
2016-06-01 00:00:00+02:00,133.73009797550523,133.97362797700148,131.92105188599723,132.68641662597656,341833,0.0,0.0
2016-06-02 00:00:00+02:00,132.54725674456458,133.38220656328082,132.06020861992792,132.79078674316406,392965,0.0,0.0
2016-06-03 00:00:00+02:00,133.24302910371784,133.9736071219183,129.8336689763027,131.12088012695312,363244,0.0,0.0
2016-06-06 00:00:00+02:00,131.39922172388754,131.81668478018844,130.4946986476308,130.70343017578125,173959,0.0,0.0
2016-06-07 00:00:00+02:00,131.46877160421388,133.9040237814381,131.15566843128852,133.79965209960938,369224,0.0,0.0
2016-06-08 00:00:00+02:00,133.03429331252022,133.1038783943162,131.01651590141694,131.67752075195312,323790,0.0,0.0
2016-06-09 00:00:00+02:00,131.53834949778036,131.6427093013477,129.20745725714713,129.55535888671875,448166,0.0,0.0
2016-06-10 00:00:00+02:00,129.1379004236138,129.17268702921228,126.07644167971398,126.98096466064453,449291,0.0,0.0
2016-06-13 00:00:00+02:00,125.24147947742874,126.11121576642326,124.4761148674305,125.10233306884766,365036,0.0,0.0
2016-06-14 00:00:00+02:00,122.73666674081247,125.34586400264217,122.70188013510206,124.47612762451172,540303,0.0,0.0
2016-06-15 00:00:00+02:00,125.17193500688713,126.63309135800772,123.57163221524381,125.79814147949219,458751,0.0,0.0
2016-06-16 00:00:00+02:00,123.74556538420242,125.48502632370496,123.60640708433478,124.99797821044922,487673,0.0,0.0
2016-06-17 00:00:00+02:00,125.93726419377562,126.8070004365727,125.62416104597824,126.45909881591797,1303858,0.0,0.0
2016-06-20 00:00:00+02:00,129.3118538724976,132.72120264288506,128.8943789600331,132.16458129882812,499069,0.0,0.0
2016-06-21 00:00:00+02:00,131.57316147431067,132.86036094703988,130.912168433997,132.16458129882812,291336,0.0,0.0
2016-06-22 00:00:00+02:00,133.5909264838473,134.1127611708196,132.47767202810294,133.069091796875,301465,0.0,0.0
2016-06-23 00:00:00+02:00,134.0431809686568,136.93069458007812,133.7300777982955,136.93069458007812,537104,0.0,0.0
2016-06-24 00:00:00+02:00,122.4235711950246,128.33775756530142,121.06678663447249,126.11123657226562,1583053,0.0,0.0
2016-06-27 00:00:00+02:00,124.68487462265142,125.13713612769794,115.39612640211888,115.91796112060547,1302447,0.0,0.0
2016-06-28 00:00:00+02:00,118.28362274169922,119.50124877625237,117.6574164236502,118.28362274169922,674810,0.0,0.0
2016-06-29 00:00:00+02:00,118.9446242574267,120.47535356163024,116.96163348277389,117.65742492675781,905312,0.0,0.0
2016-06-30 00:00:00+02:00,117.62264018739452,118.66630956107426,116.4050140455402,117.79658508300781,841459,0.0,0.0
2016-07-01 00:00:00+02:00,118.38801863513628,122.59751884224701,118.179275238048,121.76258087158203,606695,0.0,0.0
2016-07-04 00:00:00+02:00,122.45832707356244,122.73664361192225,118.66629095166873,119.15335083007812,350630,0.0,0.0
2016-07-05 00:00:00+02:00,118.31842153848713,118.56195151952284,115.0482313324392,115.74401092529297,608277,0.0,0.0
2016-07-06 00:00:00+02:00,115.91794863302844,116.0571069174794,112.75213031131128,115.43090057373047,832411,0.0,0.0
2016-07-07 00:00:00+02:00,116.43979225531946,118.10967975440082,115.77879932513157,116.47457885742188,469731,0.0,0.0
2016-07-08 00:00:00+02:00,116.33542610442989,120.54493759054174,116.09190800558106,120.2318344116211,434438,0.0,0.0
2016-07-11 00:00:00+02:00,121.20593029214058,122.59750129242067,119.84914589554126,121.37987518310547,447506,0.0,0.0
2016-07-12 00:00:00+02:00,120.9276246525851,125.62418462357262,120.85805143893229,124.99797821044922,596421,0.0,0.0
2016-07-13 00:00:00+02:00,125.03275432958317,126.00685047438792,122.42355720290665,122.70187377929688,656460,0.0,0.0
2016-07-14 00:00:00+02:00,124.40655311130662,126.73743375793941,124.30218142270583,126.2155990600586,510893,0.0,0.0
2016-07-15 00:00:00+02:00,126.07644300359874,126.28517451194313,124.16302533228841,125.24149322509766,322229,0.0,0.0
2016-07-18 00:00:00+02:00,125.4502453726245,127.32886469668955,125.2415019771311,126.25039672851562,325507,0.0,0.0
2016-07-19 00:00:00+02:00,126.07644445389711,126.56349256067787,123.32808884503224,124.30218505859375,393314,0.0,0.0
2016-07-20 00:00:00+02:00,125.10234548758646,127.85070103597658,124.1282374228973,126.98096466064453,387437,0.0,0.0
2016-07-21 00:00:00+02:00,127.67674937200987,128.58127238913605,126.0416601178343,127.7115478515625,408704,0.0,0.0
2016-07-22 00:00:00+02:00,127.15488819842581,127.50277794108644,125.72853075546949,126.87657165527344,244258,0.0,0.0
2016-07-25 00:00:00+02:00,127.18970206445776,129.20747962603377,125.79813092293769,127.67675018310547,308544,0.0,0.0
2016-07-26 00:00:00+02:00,128.12900000073978,130.70341053299293,127.3288487450906,129.90325927734375,424677,0.0,0.0
2016-07-27 00:00:00+02:00,131.1556655295338,133.13865620504194,131.1556655295338,131.50355529785156,476021,0.0,0.0
2016-07-28 00:00:00+02:00,130.91215232394586,131.85146185697775,129.48578285002844,130.00762939453125,564716,0.0,0.0
2016-07-29 00:00:00+02:00,130.52945784747445,131.74708389655328,130.0076232003951,130.4598846435547,400273,0.0,0.0
2016-08-01 00:00:00+02:00,132.16458649052302,132.9647378664231,129.90327879988118,130.70343017578125,318565,0.0,0.0
2016-08-02 00:00:00+02:00,130.80778682129252,131.19046322428608,126.91137834546599,127.36363983154297,566458,0.0,0.0
